timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724230455394,1646,HTTP Request,200,OK,Thread Group 1-20,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1646,0,1606
1724230455642,1550,HTTP Request,200,OK,Thread Group 1-49,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1550,0,1453
1724230455887,1134,HTTP Request,200,OK,Thread Group 1-71,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1134,0,1106
1724230455372,1746,HTTP Request,200,OK,Thread Group 1-19,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1746,0,1708
1724230455920,1146,HTTP Request,200,OK,Thread Group 1-74,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1146,0,1111
1724230455423,1629,HTTP Request,200,OK,Thread Group 1-27,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1629,0,1589
1724230455853,1293,HTTP Request,200,OK,Thread Group 1-68,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1293,0,1148
1724230455371,1678,HTTP Request,200,OK,Thread Group 1-10,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1678,0,1625
1724230455368,1836,HTTP Request,200,OK,Thread Group 1-21,text,true,,309,433,95,95,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1836,0,1682
1724230455370,1685,HTTP Request,200,OK,Thread Group 1-17,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1685,0,1659
1724230455532,1570,HTTP Request,200,OK,Thread Group 1-38,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1570,0,1505
1724230456149,868,HTTP Request,200,OK,Thread Group 1-98,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,868,0,842
1724230455902,1251,HTTP Request,200,OK,Thread Group 1-72,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1251,0,1101
1724230455393,1815,HTTP Request,200,OK,Thread Group 1-24,text,true,,309,433,90,90,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1815,0,1712
1724230456026,1112,HTTP Request,200,OK,Thread Group 1-84,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1112,0,1028
1724230455540,1545,HTTP Request,200,OK,Thread Group 1-39,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1545,0,1479
1724230455402,1778,HTTP Request,200,OK,Thread Group 1-25,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1778,0,1654
1724230456024,1197,HTTP Request,200,OK,Thread Group 1-85,text,true,,309,433,83,83,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1197,0,1040
1724230455452,1458,HTTP Request,200,OK,Thread Group 1-30,text,true,,309,433,100,100,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1424,0,1224
1724230455746,1478,HTTP Request,200,OK,Thread Group 1-59,text,true,,309,433,81,81,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1478,0,1328
1724230455762,1471,HTTP Request,200,OK,Thread Group 1-60,text,true,,309,433,80,80,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1471,0,1319
1724230455431,1803,HTTP Request,200,OK,Thread Group 1-28,text,true,,309,433,79,79,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1803,0,1663
1724230456079,1156,HTTP Request,200,OK,Thread Group 1-91,text,true,,309,433,78,78,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1156,0,931
