timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724230698037,16915,HTTP Request,200,OK,Thread Group 1-245,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16915,0,15480
1724230698424,16524,HTTP Request,200,OK,Thread Group 1-384,text,true,,309,433,808,808,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16524,0,15131
1724230698271,16701,HTTP Request,200,OK,Thread Group 1-78,text,true,,309,433,811,811,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16701,0,15230
1724230697971,17003,HTTP Request,200,OK,Thread Group 1-218,text,true,,309,433,811,811,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17003,0,15567
1724230697924,17053,HTTP Request,200,OK,Thread Group 1-32,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17053,0,15624
1724230713101,1878,HTTP Request,200,OK,Thread Group 1-473,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1878,0,435
1724230698648,16333,HTTP Request,200,OK,Thread Group 1-431,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16333,0,14852
1724230698415,16567,HTTP Request,200,OK,Thread Group 1-378,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16567,0,15074
1724230698682,16293,HTTP Request,200,OK,Thread Group 1-438,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16293,0,14812
1724230698333,16650,HTTP Request,200,OK,Thread Group 1-346,text,true,,309,433,806,806,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16650,0,15136
1724230713268,1716,HTTP Request,200,OK,Thread Group 1-519,text,true,,309,433,805,805,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1716,0,222
1724230698021,16963,HTTP Request,200,OK,Thread Group 1-8,text,true,,309,433,805,805,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16963,0,15451
1724230698404,16546,HTTP Request,200,OK,Thread Group 1-377,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16546,0,15165
1724230697882,17068,HTTP Request,200,OK,Thread Group 1-133,text,true,,309,433,809,809,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17068,0,15667
1724230697883,17034,HTTP Request,200,OK,Thread Group 1-112,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17034,0,15845
1724230697915,17030,HTTP Request,200,OK,Thread Group 1-9,text,true,,309,433,808,808,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17030,0,15657
1724230698902,16015,HTTP Request,200,OK,Thread Group 1-450,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16015,0,14841
1724230698461,16456,HTTP Request,200,OK,Thread Group 1-398,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16456,0,15298
1724230697908,17009,HTTP Request,200,OK,Thread Group 1-51,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17009,0,15846
1724230698179,16737,HTTP Request,200,OK,Thread Group 1-298,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16737,0,15574
1724230698147,16769,HTTP Request,200,OK,Thread Group 1-284,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16769,0,15628
1724230712963,1955,HTTP Request,200,OK,Thread Group 1-490,text,true,,309,433,798,798,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1955,0,785
1724230698392,16522,HTTP Request,200,OK,Thread Group 1-370,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16522,0,15389
1724230713023,1891,HTTP Request,200,OK,Thread Group 1-489,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1891,0,165
1724230713494,1421,HTTP Request,200,OK,Thread Group 1-574,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1421,0,285
1724230698136,16778,HTTP Request,200,OK,Thread Group 1-279,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16778,0,15679
1724230713571,1343,HTTP Request,200,OK,Thread Group 1-575,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1342,0,248
1724230697941,16972,HTTP Request,200,OK,Thread Group 1-208,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16972,0,15849
1724230698384,16507,HTTP Request,200,OK,Thread Group 1-367,text,true,,309,433,785,785,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16507,0,15442
1724230698707,16206,HTTP Request,200,OK,Thread Group 1-441,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16206,0,15074
1724230713401,1512,HTTP Request,200,OK,Thread Group 1-508,text,true,,309,433,797,797,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1511,0,407
1724230698641,16301,HTTP Request,200,OK,Thread Group 1-430,text,true,,309,433,807,807,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16301,0,14731
1724230697969,16972,HTTP Request,200,OK,Thread Group 1-217,text,true,,309,433,807,807,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16972,0,15665
1724230697913,17028,HTTP Request,200,OK,Thread Group 1-79,text,true,,309,433,807,807,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17028,0,15745
1724230698039,16902,HTTP Request,200,OK,Thread Group 1-21,text,true,,309,433,807,807,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16902,0,15610
1724230698262,16762,HTTP Request,200,OK,Thread Group 1-323,text,true,,309,433,784,784,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16762,0,15244
1724230698047,16978,HTTP Request,200,OK,Thread Group 1-247,text,true,,309,433,784,784,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16978,0,15466
1724230697902,17124,HTTP Request,200,OK,Thread Group 1-199,text,true,,309,433,783,783,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17124,0,15571
1724230698300,16727,HTTP Request,200,OK,Thread Group 1-331,text,true,,309,433,782,782,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16727,0,15205
1724230697972,17055,HTTP Request,200,OK,Thread Group 1-56,text,true,,309,433,782,782,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,17055,0,15513
1724230698184,16844,HTTP Request,200,OK,Thread Group 1-301,text,true,,309,433,780,780,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16844,0,15305
1724230698165,16864,HTTP Request,200,OK,Thread Group 1-291,text,true,,309,433,779,779,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16864,0,15317
1724230698263,16767,HTTP Request,200,OK,Thread Group 1-191,text,true,,309,433,778,778,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16767,0,15104
1724230698419,16612,HTTP Request,200,OK,Thread Group 1-382,text,true,,309,433,778,778,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,16612,0,15060
